apogee_id,period (days)
2M02015191-7305374,1.84
2M02015267-7334311,1.43
2M02020358+3708477,1.36
2M02021785+3837384,1.06
2M02021791-7358135,1.0
2M02024291-8325548,1.75
2M02034987-7402280,1.54
2M02035488-7335396,1.0
2M02041614-7316336,1.0
2M02044371-7308073,1.08
2M02050047-7238097,1.0
2M02051742-7326114,1.0
2M02064009-7344069,1.02
2M02065824-8416197,1.0
2M02073209-7251487,1.0
2M02073412-7420084,1.38
2M02080186-8428274,1.0
2M02081736-7243089,1.29
2M02082977-8458202,1.0
2M02083929-7303586,1.05
2M02093273-7410550,1.38
2M02102744-8400027,1.01
2M02110915-8347536,1.0
2M02112195-7341463,1.04
2M02113586-7418299,1.33
2M02115295-7405150,1.68
2M02125129-7351362,1.0
2M02134578+5730492,1.0
2M02135891+5729544,1.23
2M02140168+5740522,1.68
2M02140387+5816425,1.36
2M02145364-7343341,1.66
2M02145704+5829260,1.22
2M02150646+5655355,1.22
2M02152789-8429208,1.0
2M02152828-7343525,1.0
2M02153939+5745480,1.33
2M02155809+5700240,1.71
2M02160348-7350431,1.48
2M02164639+5701456,1.0
2M02165302+5652153,1.04
2M02165759+5643076,1.7
2M02165770+5707488,1.01
2M02170288+5817404,1.89
2M02170822+5646111,1.0
2M02171556+5653529,1.25
2M02171583+5719181,1.07
2M02172805+5721562,1.04
2M02173687-8402453,1.13
2M02173912+5711577,1.03
2M02174635+5638294,1.57
2M02175155+5710430,1.52
2M02175787+6046104,1.04
2M02180203+5651220,1.71
2M02180215+5822377,1.29
2M02181351+5721308,1.0
2M02181508+5710160,1.01
2M02181687+5825540,1.46
2M02181706+5712310,1.87
2M02181834+5651023,1.15
2M02182069+5653137,1.64
2M02182303+5700367,1.0
2M02182983+5709031,1.36
2M02182988+5721594,1.26
2M02183058-7334093,1.82
2M02183277+5712396,1.24
2M02183871+5702006,1.14
2M02184038+5724274,1.56
2M02184188+5645407,1.05
2M02184836+5714249,1.0
2M02184947+5705499,1.32
2M02184957+5734074,1.07
2M02185723+6108453,1.01
2M02190037+5704271,1.52
2M02190194+5724199,1.02
2M02190497+5657310,1.12
2M02190603+5709564,1.09
2M02190997+5706309,1.09
2M02191067+5701297,1.69
2M02191366+5707435,1.05
2M02192746+5708176,1.0
2M02192882+5707044,1.03
2M02194006+5705311,1.73
2M02194127+5642585,1.3
2M02194156+5650547,1.42
2M02194353+6041543,1.44
2M02195851-8416392,1.01
2M02201573+5705549,1.04
2M02202034+5819325,1.08
2M02202191+6219088,1.04
2M02203904+5718427,1.42
2M02203934+5855241,1.23
2M02204113+5809322,1.0
2M02205270+5727263,1.54
2M02205287+5655326,1.72
2M02205493+5623181,1.56
2M02210902+5721343,1.08
2M02210931+5649002,1.16
2M02210943+5859523,1.77
2M02211043+5651563,1.15
2M02211701+5708426,1.84
2M02212298+6204418,1.0
2M02212780+5825429,1.01
2M02213412+5654474,1.21
2M02213756+5712364,1.29
2M02214302+5718299,1.01
2M02215693+5712203,1.05
2M02215736+5720217,1.54
2M02220081+5707320,1.1
2M02220456+5710388,1.04
2M02220827+5910230,1.23
2M02220970+5707023,1.0
2M02221395+5719208,1.59
2M02222105+5710530,1.0
2M02222417+5823012,1.0
2M02223230+5809133,1.03
2M02223322+5702298,1.0
2M02223628+5704544,1.93
2M02224063+6132487,1.07
2M02224176+5716598,1.95
2M02224537+6225370,1.04
2M02224983+5730421,1.23
2M02225670+5700482,1.13
2M02230005+5712140,1.0
2M02230811+5903327,1.05
2M02232391+5651153,1.33
2M02233305+5704326,1.95
2M02234639-8420471,1.0
2M02234695+5738123,1.27
2M02235910+6017000,1.03
2M02240042+5803563,1.0
2M02240111+5819257,1.06
2M02240223+5721141,1.09
2M02240566+6019210,1.37
2M02240763+5910228,1.48
2M02241367+5908436,1.48
2M02241371+5705250,1.15
2M02242628+5901326,1.0
2M02243180+5809320,1.53
2M02243615+6141161,1.25
2M02244632+5727512,1.06
2M02245592+5731090,1.62
2M02251165+5831506,1.16
2M02252317+6159512,1.03
2M02252804+6209370,1.2
2M02253741+5711584,1.0
2M02255056+5715152,1.0
2M02255898+5639284,1.7
2M02261624+5704069,1.28
2M02262594+6030275,1.29
2M02263111+5756577,1.03
2M02263188+5859527,1.0
2M02263487+6157558,1.04
2M02263535+6219366,1.01
2M02264588+5907035,1.41
2M02264941+5750022,1.17
2M02265516+5844350,1.05
2M02265684+5714058,1.4
2M02271157+6152513,1.04
2M02272477+6133522,1.54
2M02273459+6155571,1.0
2M02273914+6013010,1.32
2M02274390+5822291,1.29
2M02275687+5638224,1.12
2M02280634+6148056,1.94
2M02281038+5716293,1.22
2M02284341+6131343,1.01
2M02284544+5958174,1.06
2M02285660+5956334,1.04
2M02290254+5825314,1.37
2M02292635+5723023,1.61
2M02293777+6112296,1.05
2M02293871+5813305,1.1
2M02294554+5646422,1.26
2M02300246+5714560,1.54
2M02300502+5640246,1.08
2M02300709+5732143,1.1
2M02301405+5740303,1.03
2M02302883+6132560,1.25
2M02303208+6217219,1.04
2M02310840+5731375,1.41
2M02310965+5716153,1.0
2M02312238+5800561,1.28
2M02313473+5839070,1.12
2M02320790+6124513,1.04
2M02322898+6221250,1.12
2M02323312+6124275,1.04
2M02324051+6204239,1.36
2M02324738+6136176,1.15
2M02325523+6138569,1.12
2M02331055+5732541,1.0
2M02331672+5818505,1.78
2M02333379+5732369,1.58
2M02334073+5726102,1.0
2M02341890+6211119,1.03
2M02342266+6123390,1.04
2M02355430+6218249,1.23
2M02355792-3410199,1.05
2M02365840-3352360,1.02
2M02370583-3432342,1.0
2M02371824-3435025,1.0
2M02372118-3437451,1.01
2M02372807-3431053,1.0
2M02372955-3445017,1.01
2M02373659-3416455,1.0
2M02373820-3424530,1.0
2M02374740+6100382,1.4
2M02374841-3436219,1.0
2M02375588-3447160,1.0
2M02381218+6050457,1.37
2M02381273-3456064,1.0
2M02381712-3425482,1.01
2M02381976-3438540,1.0
2M02382059+6104098,1.8
2M02382132-3436180,1.02
2M02382266-3438040,1.0
2M02382455-3505169,1.01
2M02382692-3441186,1.0
2M02384457-3448255,1.0
2M02385157-3435253,1.0
2M02385365-3433048,1.0
2M02390016+6114156,1.04
2M02391128-3453021,1.0
2M02391582-3448206,1.0
2M02391821+6134459,1.72
2M02392179-3439243,1.01
2M02392388-3416200,1.01
2M02392514-3427283,1.0
2M02392578-3442220,1.01
2M02392862-3431265,1.0
2M02392925-3446057,1.0
2M02393285-3417028,1.0
2M02393333-3438302,1.0
2M02394049-3419391,1.0
2M02394507-3440114,1.0
2M02394517-3419332,1.0
2M02394524-3427094,1.0
2M02395065-3413349,1.0
2M02395861-3425279,1.0
2M02400946-3406256,1.0
2M02401368-3443228,1.0
2M02401807-3420207,1.0
2M02401869-3356483,1.0
2M02401904-3418465,1.0
2M02402039-3437345,1.0
2M02402064-3412431,1.02
2M02402342-3443225,1.0
2M02402772-3437012,1.0
2M02403165+6113456,1.0
2M02403649-3404191,1.0
2M02403919-3435334,1.0
2M02403961-3414597,1.0
2M02404412-3406242,1.0
2M02404595-3434542,1.0
2M02404870-3430533,1.0
2M02410066-3415551,1.0
2M02410076-3419005,1.0
2M02410355-3448053,1.0
2M02410593-3427318,1.0
2M02411427-3429278,1.0
2M02421625-3408384,1.03
2M02592328-0007501,1.0
2M03011078+0032257,1.1
2M03015474+0101594,1.0
2M03015521+0000378,1.01
2M03025830-0030127,1.2
2M03031305+0054200,1.0
2M03033027+7944165,1.0
2M03044998-0019410,1.01
2M03050859+0007251,1.01
2M03052995+0110277,1.01
2M03054746-0030579,1.01
2M03065434+0009511,1.01
2M03072395+7944317,1.0
2M03073675-7717048,1.06
2M03074359+0051406,1.01
2M03080601+7950502,1.01
2M03080856-7645117,1.0
2M03095856+8017486,1.0
2M03121060+0019360,1.01
2M03121061-7740501,1.0
2M03123190+8018137,1.12
2M03125331+0044543,1.0
2M03132121+0041407,1.0
2M03133207-0036091,1.0
2M03133573-0020312,1.16
2M03133579-7708109,1.0
2M03135354+0019321,1.0
2M03140535+0041358,1.0
2M03142598-0033062,1.5
2M03143550-0101161,1.01
2M03152275-7741334,1.01
2M03152437-0044501,1.01
2M03154774-0115042,1.0
2M03155046+7850377,1.05
2M03160395+8020506,1.0
2M03160414-0002475,1.26
2M03160555-0036073,1.0
2M03161090+7916531,1.01
2M03164069-0056401,1.01
2M03165100-0056367,1.01
2M03170249+7945154,1.01
2M03172162+7852302,1.5
2M03172329-0009352,1.03
2M03173277-7702254,1.0
2M03173502+0050254,1.0
2M03174985+0106078,1.0
2M03182451+0056276,1.0
2M03183594-0047260,1.01
2M03184253+0007108,1.01
2M03184543-0002576,1.01
2M03185660+7934083,1.0
2M03190455-7720297,1.0
2M03192262+7836486,1.0
2M03192273+0002326,1.01
2M03194408-7634442,1.0
2M03195654+0001446,1.01
2M03202172-7715335,1.0
2M03203189+7918263,1.04
2M03205400+7944083,1.22
2M03214331+7902491,1.0
2M03214549-7724018,1.6
2M03221892+7846028,1.0
2M03224299-7656166,1.0
2M03225614+7935522,1.1
2M03230707-7621349,1.0
2M03231335-7720520,1.51
2M03233653+7854054,1.34
2M03240819-7706527,1.0
2M03242352+3035437,1.0
2M03243919+8032046,1.0
2M03244421+7830452,1.74
2M03244931+3133570,1.89
2M03250096+3024322,1.01
2M03250916+3126099,1.0
2M03250943+3046215,1.71
2M03251775+3046269,1.0
2M03252050+7830157,1.01
2M03253315+3055443,1.82
2M03253317+3120165,1.0
2M03253369-7745573,1.01
2M03253471+7923508,1.0
2M03254141+4609481,1.17
2M03254886+3057258,1.01
2M03255797-7644068,1.0
2M03260338+4545080,1.0
2M03262508+8007344,1.0
2M03262567+4559489,1.02
2M03262812+3033272,1.0
2M03262827+4610388,1.49
2M03263072+3149179,1.0
2M03263128+4648154,1.25
2M03263692+3229529,1.13
2M03264646-7641509,1.0
2M03265705-7803520,1.0
2M03270863+4534486,1.16
2M03273472+3104182,1.0
2M03273775+3220369,1.48
2M03273979+3112266,1.0
2M03274053+3115392,1.17
2M03274148+3020166,1.2
2M03274372-7629110,1.0
2M03274767+3012043,1.0
2M03274986+4635097,1.03
2M03275199+4708407,1.0
2M03280010+3008469,1.0
2M03281470-7626186,1.08
2M03281481+3154506,1.0
2M03281678+4513003,1.0
2M03281799+4621291,1.0
2M03282206+3110429,1.26
2M03282223+4507560,2.0
2M03282360+3221348,1.12
2M03282484+4535044,1.01
2M03282839+3116273,1.03
2M03283651+3119289,1.03
2M03283689+7947391,1.0
2M03283692+3117353,1.0
2M03284325+3117330,1.0
2M03284764+3124061,1.0
2M03285425+3037402,1.01
2M03285715-7648566,1.0
2M03290386+3121487,1.93
2M03290416+3125151,1.0
2M03290740+3110490,1.0
2M03291201+4544108,1.0
2M03291290+3123293,1.54
2M03291667+3116182,1.0
2M03292042+3118342,1.42
2M03292068+6759478,1.08
2M03292187+3115363,1.67
2M03292369+3125095,1.73
2M03292815+3116285,1.82
2M03292889+3058418,1.82
2M03293158+7818574,1.77
2M03293255+3124370,1.03
2M03293869+7823520,1.37
2M03294546+4531510,1.24
2M03294592+3104406,1.0
2M03294640+3120394,1.01
2M03294681+4521083,1.0
2M03300545+4512568,1.0
2M03300833+8014116,1.62
2M03301299+6826006,1.6
2M03301627+3002280,1.08
2M03301838+4611218,1.0
2M03302096+4652111,1.0
2M03302383+2956113,1.0
2M03302598+3102179,1.0
2M03302753+4708196,1.05
2M03302967+4715089,1.2
2M03303128+4559542,1.0
2M03305252+3054177,1.0
2M03305254+3005529,1.25
2M03305263+4547180,1.01
2M03305456+3031466,1.0
2M03305840+6854306,1.04
2M03310244+4620290,1.0
2M03311637+3219493,1.31
2M03312275-7731174,1.01
2M03312428+4620095,1.0
2M03313251+4611059,1.0
2M03314240+3106249,1.07
2M03314629+7840290,1.01
2M03314963+6927519,1.0
2M03315103+3213374,1.0
2M03315475-7640053,1.0
2M03320675+4519114,1.19
2M03320943+7901322,1.03
2M03320973+3000219,1.15
2M03321155+6823573,1.01
2M03321708+7951573,1.0
2M03322027+7921348,1.11
2M03322141+8045097,1.03
2M03322459+3038426,1.0
2M03322813+4728191,1.13
2M03322956+7835151,1.06
2M03323354+4707358,1.0
2M03323778+4716306,1.0
2M03324011+4535317,1.0
2M03324059+4533286,1.0
2M03324217+4636426,1.07
2M03324489+4623388,1.0
2M03324986+6823063,1.03
2M03325390+8047161,1.03
2M03325400+4641080,1.09
2M03325462-7716460,1.75
2M03330455+4645500,1.01
2M03330945+4535259,1.0
2M03331088+3020460,1.0
2M03331168+4604257,1.27
2M03331378-7636396,1.0
2M03331783-7633239,1.0
2M03332225+4725193,1.63
2M03334129+3113410,1.69
2M03334825+4506246,1.42
2M03335864+3207079,1.05
2M03335959+4534540,1.12
2M03340241+4638066,1.0
2M03340892-7652487,1.0
2M03341045+6800379,1.0
2M03341429+8028268,1.67
2M03341587+4716333,1.16
2M03341932+4519268,1.06
2M03343198+7913459,1.02
2M03343562+4544527,1.1
2M03343857+7935032,1.0
2M03344583+3205362,1.0
2M03344987+3115498,1.72
2M03345461+6716489,1.06
2M03351495+4607233,1.0
2M03353227+6735411,1.03
2M03353255+3139189,1.28
2M03353639+6916088,1.02
2M03354469+7918246,1.09
2M03354821+6853322,1.48
2M03354956+7832393,1.0
2M03355324+4453303,1.0
2M03355537+6918377,1.0
2M03355900+4513200,1.02
2M03360081+4453019,1.03
2M03360098+8032080,1.0
2M03361133+3137150,1.13
2M03361242+4651208,1.01
2M03361346+3035308,1.5
2M03363561+3104286,1.07
2M03363660+4504124,1.0
2M03363734+4553216,1.01
2M03364225+4449124,1.01
2M03370337+6805450,1.03
2M03370855+4730453,1.0
2M03371083+4537137,1.0
2M03371290+4634201,1.0
2M03372204+6930064,1.55
2M03374186+6826282,1.01
2M03374592+3155219,1.03
2M03375220+8016542,1.03
2M03375964-7706598,1.01
2M03380104+4603136,1.0
2M03380490+6837009,1.07
2M03380555+7825444,1.01
2M03380614+4616348,1.08
2M03382165+4527526,1.74
2M03384154+3252233,1.0
2M03385339+3123563,1.07
2M03385429+4623449,1.0
2M03390903+4501021,1.02
2M03391268+4706381,1.01
2M03391582+3124306,1.01
2M03392293+3233243,1.05
2M03392611+4524488,1.0
2M03392748+4702546,1.0
2M03392790+6729155,1.03
2M03393112+6744255,1.03
2M03394041+3220052,1.04
2M03394458+6951427,1.01
2M03395941+6842416,1.01
2M03400177+7922533,1.0
2M03400270+8034123,1.05
2M03400345+4520415,1.07
2M03400448+3118568,1.35
2M03400835+6942489,1.0
2M03400886+4857276,1.06
2M03403032+4935404,1.02
2M03403509+4854098,1.17
2M03403861+6901412,1.03
2M03404040+3137379,1.0
2M03404976+7946125,1.15
2M03405462+3159354,1.0
2M03405638+8018109,1.0
2M03405647+4930221,1.13
2M03410166+3207062,1.11
2M03410169+6750268,1.0
2M03411209+4530317,1.61
2M03411349+6933087,1.53
2M03411412+3159462,1.03
2M03411655+3309231,1.0
2M03411894+4631030,1.0
2M03411921+3202037,1.24
2M03413132+3119241,1.0
2M03413158+4932261,1.73
2M03413918+3136106,1.02
2M03415139+3139031,1.0
2M03415776+3148006,1.01
2M03420808+4903436,1.45
2M03420847+6803042,1.03
2M03421288+3257371,1.02
2M03421355+4954547,1.11
2M03421757+3110045,1.0
2M03422125+3155235,1.0
2M03422154+6927153,1.0
2M03422301+3224367,1.0
2M03422333+3157426,1.0
2M03422640+6814420,1.0
2M03422851+7828493,1.3
2M03423015+3214495,1.0
2M03423215+3229291,1.72
2M03424086+3213347,1.47
2M03424360+3159150,1.95
2M03424750+6657338,1.0
2M03425090+3140451,1.0
2M03425177+3201467,1.04
2M03425190+3251505,1.01
2M03425239+3301210,1.0
2M03425418+6738038,1.0
2M03425467+3143452,1.04
2M03425527+4910569,1.41
2M03425701+3316270,1.0
2M03425945+4857269,1.0
2M03430380+6705066,1.0
2M03430677+3150194,1.01
2M03430679+3148204,1.01
2M03430919+4806542,1.0
2M03431433+3221430,1.01
2M03431661+4958404,1.53
2M03431992+3202412,1.27
2M03432148+3142462,1.0
2M03432438+3238316,1.31
2M03432548+3155165,1.02
2M03433513+4942144,1.52
2M03434101+3237320,1.1
2M03434517+3203585,1.0
2M03434881+3215515,1.0
2M03435123+3213091,1.0
2M03435374+3055463,1.0
2M03435523+3237475,1.53
2M03435960+4918333,1.36
2M03440034+6804155,1.05
2M03440461+7917427,1.06
2M03441133+5001177,1.63
2M03441143+3219401,1.0
2M03441568+3231282,1.15
2M03442724+3214209,1.0
2M03442766+3233495,1.0
2M03442916+6915383,1.06
2M03442997+3219227,1.01
2M03443379+3158302,1.0
2M03443481+3156552,1.0
2M03443663+6851398,1.0
2M03443798+3203296,1.03
2M03444107+5032346,1.42
2M03444707+3305272,1.04
2M03445200+3226253,1.07
2M03445374+3206519,1.0
2M03445740+3317184,1.01
2M03445785+3204016,1.03
2M03445853+3158270,1.01
2M03450142+3205017,1.58
2M03450143+4818500,1.23
2M03450148+3212288,1.0
2M03450285+3207006,1.01
2M03450377+3221344,1.07
2M03450427+3054320,1.24
2M03450649+3105408,1.06
2M03450773+3200272,1.45
2M03450783+3102335,1.0
2M03451459+4811428,1.3
2M03451505+3050128,1.0
2M03451709+6911574,1.09
2M03452106+3218178,1.01
2M03452214+3202040,1.0
2M03452259+4951416,1.38
2M03452331+3200157,1.0
2M03452971+3159197,1.02
2M03453345+3145553,1.02
2M03453582+3041147,1.01
2M03453853+6900316,1.0
2M03453915+3226242,1.82
2M03454789+3200585,1.13
2M03460716+3124381,1.65
2M03460939+5015532,1.05
2M03461240+6757452,1.3
2M03462370+3215192,1.06
2M03462777+8019333,1.0
2M03463776+3052218,1.0
2M03463989+6744059,2.22
2M03464087+3217247,1.05
2M03464334+4926498,1.0
2M03464436+4943559,1.26
2M03464710+3236188,1.07
2M03464825+3225574,1.0
2M03465739+3249173,1.02
2M03465851+3246588,1.0
2M03470171+3215403,1.0
2M03471279+4917210,1.0
2M03472934+6852169,1.0
2M03473353+6726036,4.94
2M03473428+7842304,1.21
2M03474494+4832547,2.01
2M03474711+3304034,1.0
2M03474848+6759430,4.81
2M03475033+3226225,1.0
2M03475639+5009547,1.39
2M03481175+6927526,1.0
2M03482362+3157457,1.96
2M03482816+3155252,1.04
2M03482949+3218184,1.05
2M03485255+4842235,1.82
2M03485329+3132297,1.2
2M03490184+4959036,1.39
2M03490216+3242086,1.0
2M03490880+7934130,1.57
2M03491415+3144043,1.11
2M03492467+6848094,1.32
2M03493649+3124403,1.0
2M03494409+6743073,1.0
2M03494426+8027289,1.01
2M03494838+7908571,1.37
2M03502981-7508081,2.48
2M03504296+7819442,1.46
2M03505238-7435421,15.65
2M03510353+4807189,1.26
2M03520317+6725471,1.0
2M03521959+4957201,1.43
2M03523763+4834406,1.0
2M03532291+6841221,1.0
2M03532935+6759578,1.05
2M03533894+4857085,1.06
2M03534224+8002056,1.19
2M03534823+6810144,1.01
2M03540079+6928187,1.57
2M03541733-7453310,4.24
2M03543039+7939477,1.0
2M03543824+7859239,1.05
2M03544455+5020471,1.45
2M03545867+4848204,1.01
2M03550973+5223419,1.04
2M03551072-7509497,4.56
2M03551752+6849449,1.0
2M03552253+6729597,1.01
2M03552887+8008310,1.0
2M03553407+7906559,1.17
2M03570863+7928324,1.17
2M03571065+6820183,1.0
2M03572297+8019112,1.05
2M03573011+6812438,1.14
2M03582144+5228184,1.0
2M03583398+6821249,1.75
2M03584364+6900595,1.14
2M03584538+5222502,1.11
2M03585279+5155016,1.0
2M03590394-7452207,1.01
2M03590573-7434335,1.71
2M03592798+6831324,1.03
2M03593444+5218454,1.05
2M03595377+6712113,1.06
2M04000039-7150501,1.09
2M04000451-7522368,1.01
2M04000628-7426479,17.14
2M04001229+5119415,1.0
2M04001364-7411151,1.17
2M04002960+5236381,1.0
2M04003533+5241209,1.04
2M04003891-7159541,1.0
2M04004998+5133490,1.04
2M04011693-7157091,1.86
2M04011855+7949006,1.04
2M04012654-6852061,1.0
2M04013436-7129003,1.0
2M04013828-7220478,1.0
2M04015072+5222098,1.03
2M04015718+5224023,1.24
2M04020847-7201193,1.0
2M04021444+5252383,1.51
2M04021546+7908284,1.27
2M04022000+5323350,2.0
2M04024816+5308300,1.1
2M04025840-7533571,1.0
2M04030722+5150045,1.01
2M04031123+5128168,1.3
2M04032121+5337014,1.64
2M04032444+7917485,1.01
2M04033896+5207301,1.07
2M04034244-7231217,1.0
2M04040903-7200179,1.0
2M04041022-7125465,1.05
2M04041711-6830235,1.0
2M04041962-6800057,1.05
2M04045102+5104333,1.02
2M04050072-6858202,1.0
2M04050193+7906395,1.21
2M04051150-7523475,21.18
2M04052313+5308558,1.0
2M04052372-7441195,1.48
2M04052460+7929500,1.76
2M04052831-7531517,3.19
2M04055220-7443196,1.23
2M04055663-6901284,1.42
2M04055680-7505469,1.42
2M04055992+7947125,1.01
2M04060432+5335426,1.04
2M04060435-6835038,1.0
2M04060817+6643257,1.32
2M04061824+5305221,1.75
2M04063762-6915417,1.6
2M04070214-6847281,1.07
2M04070337-7143062,1.0
2M04072198-7113578,1.0
2M04072490-7156056,1.0
2M04073011+7923186,1.0
2M04073102-7111506,1.0
2M04073497-7220582,411.82
2M04073546-6752558,1.0
2M04073842-6824030,1.0
2M04074101-6857064,1.0
2M04074512+5127100,1.02
2M04075415-7128586,1.0
2M04081575-7140582,1.0
2M04081885+6924265,1.33
2M04083064-6842078,1.0
2M04084473+5201179,1.2
2M04084944+7945504,1.69
2M04085106-7409492,1.37
2M04085489-6758488,1.49
2M04085576-7223033,1.0
2M04090076-7533508,1.01
2M04090713-6900014,1.0
2M04091749+5232209,1.27
2M04093275-7240454,1.01
2M04093719+5302064,1.54
2M04093871-6314016,17.65
2M04095709-6753301,1.0
2M04100715-6918383,1.0
2M04100873-6803230,1.01
2M04101262-6225177,42.86
2M04101946+5148484,1.09
2M04102691-7203204,1.0
2M04103574-7120360,1.03
2M04103986-7121410,1.0
2M04105317-7130130,1.0
2M04105968-6840574,1.01
2M04110377-6309380,1.05
2M04110398-7145410,1.0
2M04110618-6734498,1.0
2M04111278-6755496,1.0
2M04111667-6739489,1.0
2M04111845-7245278,1.0
2M04112489-7108000,1.24
2M04112981-7250381,1.0
2M04114412-6827435,1.03
2M04114880-6822461,1.0
2M04120237+5147266,1.32
2M04120425-6247162,1.05
2M04121024-6918157,1.0
2M04121476+5319476,1.33
2M04121772-6224456,2.26
2M04122139+6907520,1.0
2M04122550-7501548,360.0
2M04123892-7153458,1.01
2M04124011-6856004,1.0
2M04124259-6801357,1.0
2M04124714-6759167,1.0
2M04125880+5236421,1.0
2M04125890+6819425,1.85
2M04131270-6857225,1.0
2M04132968+5546145,1.0
2M04134066-6844239,1.0
2M04135866+5545160,1.17
2M04140075-7513327,1.0
2M04140487-7521367,1.0
2M04141113-6808530,1.0
2M04141301+5559071,1.94
2M04142346-6322205,3.3
2M04142488-6227375,1.75
2M04142893-6844495,1.0
2M04144429-6843442,1.0
2M04144978-7112389,1.0
2M04145488-7515235,1.0
2M04145615-7115321,1.0
2M04145755-6251431,1.02
2M04150941-6806040,1.0
2M04154209-7143589,1.0
2M04154311-6841474,1.48
2M04155776+5608064,1.51
2M04160636-6310315,1.15
2M04161479-6802535,1.0
2M04162654-6857595,1.0
2M04162730-6909320,1.0
2M04163639+6749299,1.08
2M04163769-6141228,1.0
2M04163988+6725310,1.39
2M04164042-6833408,1.0
2M04170073-7118100,1.0
2M04170277+5616269,1.0
2M04170432+5623331,1.3
2M04171534-7115295,1.0
2M04172096-7145497,1.0
2M04173294-6252289,42.86
2M04174385-7213017,1.0
2M04175291-6557092,1.01
2M04182118-7205545,1.0
2M04182192-7132466,1.0
2M04182737-6841320,1.0
2M04183376-7135144,1.0
2M04183917+5626391,1.95
2M04184590+5604107,1.02
2M04184996-6844066,1.39
2M04185240-6259273,20.0
2M04185992-6258386,1.05
2M04191410-7148040,1.0
2M04192099-7135234,1.0
2M04200009-6842027,1.53
2M04201109+5554178,1.04
2M04202089-6532115,52.86
2M04204581-7148525,1.0
2M04204744-6234396,1.02
2M04205672-6308255,17.65
2M04210310+5531525,1.27
2M04210831-7212403,1.0
2M04211396-7214232,1.0
2M04211993-6203361,1.05
2M04215291+5415369,1.07
2M04221174+5552136,1.63
2M04221269-6606422,1.0
2M04221659+5632259,1.9
2M04223850+5550407,1.0
2M04225379-7113546,1.0
2M04225382-7152461,1.01
2M04232156+5647416,1.32
2M04233787-6609109,1.04
2M04235693+5421433,1.0
2M04240939+5517102,1.03
2M04245635-6546105,1.01
2M04245821+5535403,1.0
2M04253186-6713058,1.01
2M04253347+5449073,1.0
2M04255124+5645017,1.23
2M04260249+5408040,1.0
2M04260421+5612248,1.06
2M04263979-6722310,1.01
2M04265271-6622466,370.0
2M04265695+5405371,1.0
2M04271756+5608357,1.69
2M04272438-6617130,1.01
2M04273589-6658055,1.0
2M04273753-6749471,1.0
2M04274325-6616265,123.33
2M04275218-6722589,1.0
2M04275761+5438067,1.29
2M04281703+5521194,1.22
2M04284096-6537299,1.0
2M04284785-6826599,1.02
2M04290840-6807334,1.01
2M04291268-7228365,1.0
2M04291670-6454108,2.91
2M04294257+5629439,1.0
2M04302445+5458419,1.0
2M04311586-7117057,1.0
2M04314170-7048263,1.0
2M04321056-6712531,1.01
2M04322009-6722495,1.01
2M04323730-6534235,370.0
2M04330124-6813338,1.0
2M04332483-6521402,24.67
2M04333265-7518237,1.0
2M04333650+5752358,1.0
2M04335210-6712126,1.0
2M04340007+5806187,1.0
2M04341105-6810323,1.94
2M04341768+5757527,1.34
2M04344174-7133171,1.2
2M04345244+5738243,1.17
2M04351551-6820225,1.02
2M04355700-6800533,1.01
2M04355829-7142264,1.01
2M04360211-7519214,1.0
2M04360292-7529448,1.0
2M04361652-7445555,1.14
2M04362594-7518080,1.0
2M04362770-7141355,1.0
2M04363997-7204355,1.0
2M04370033-7114476,1.0
2M04370482-7106204,1.0
2M04370906-6735411,1.0
2M04373035-6806297,1.01
2M04373273-7102059,1.0
2M04373741+6359268,1.71
2M04373998+5736454,1.0
2M04375966+5753122,1.0
2M04380047-6736327,1.0
2M04380909+5829458,1.15
2M04381172+6315055,1.0
2M04381855-7145134,1.0
2M04381912-6749107,1.01
2M04384873+5835010,1.0
2M04390158-7506101,1.25
2M04390383-7139347,1.0
2M04394857-6720461,1.0
2M04394882-7514363,1.04
2M04401214-6801405,1.0
2M04402545-7509110,1.0
2M04402601-7139423,1.0
2M04404167-6806457,1.0
2M04404247+5720558,1.0
2M04404610+5712229,1.53
2M04404953+5752467,1.0
2M04405716-7139098,1.01
2M04410262+6330065,1.57
2M04410973-6741594,1.0
2M04411472-7608262,1.0
2M04411589+5739042,1.31
2M04411627+5855354,1.02
2M04411780-7509421,1.0
2M04412976-7439249,1.0
2M04413563-7131102,1.0
2M04414246-7200476,1.0
2M04415164-6751549,1.0
2M04415201-7459319,1.0
2M04421084+5802243,1.0
2M04421999-7131157,1.0
2M04422339-7455325,1.0
2M04423384+5754452,1.01
2M04423702+5854334,1.0
2M04424090-6453066,1.1
2M04425190+5656578,1.0
2M04430719-7139417,1.0
2M04430962-7500037,1.0
2M04431652-7507453,1.0
2M04433495-7207579,1.0
2M04434923-7604197,1.0
2M04435457+6346170,1.6
2M04435774+5915173,1.0
2M04440367-7601266,1.47
2M04441527-7437397,1.0
2M04441813+3749522,1.03
2M04442280-7524067,1.75
2M04443283+3844582,1.04
2M04444591-6822087,1.03
2M04445095+3933515,1.01
2M04445182+5747415,1.76
2M04445977-6846347,1.52
2M04450219+5907435,1.04
2M04451885-6850093,1.04
2M04452773-6842104,1.0
2M04453779-7454094,1.0
2M04454377-7115193,1.0
2M04454627+5811109,1.29
2M04461073-7448010,1.0
2M04461674+5644549,1.1
